task_id,is_afternoon_slowdown,is_legitimate_idle_dominant,is_degrading_machine_task,is_inefficient_operator_task,is_seatbelt_habit_operator_task,has_near_miss
T2669,False,True,False,False,False,False
T2670,False,True,False,False,False,False
T2671,False,True,False,False,False,False
T2672,False,True,False,False,False,False
T2673,False,True,False,False,False,False
T2674,False,True,False,False,False,False
T2675,False,True,False,False,False,False
T2676,False,True,False,False,False,False
T2677,False,True,False,False,False,False
T2678,False,True,False,False,False,False
T2679,False,True,False,False,False,True
T2680,True,True,False,False,False,False
T2681,False,True,False,False,False,False
T2682,False,True,False,False,False,False
T2683,False,True,False,False,False,False
T2684,False,True,False,False,False,False
T2685,False,True,False,False,False,False
T2686,True,True,False,False,False,False
T2687,True,True,False,False,False,False
T2688,False,True,True,False,False,False
T2689,False,False,True,False,False,False
T2690,False,False,True,False,True,False
T2691,True,True,True,False,False,False
T2692,False,True,False,True,False,False
T2693,False,True,False,False,False,False
T2694,False,False,False,False,True,False
T2695,False,True,False,False,False,False
T2696,False,True,False,False,False,False
T2697,False,True,False,False,False,False
T2698,False,True,False,False,False,False
T2699,True,True,False,False,False,False
T2700,False,True,False,False,False,False
T2701,False,True,False,False,False,False
T2702,False,True,False,False,False,False
T2703,False,True,False,False,False,False
T2704,False,True,False,False,False,False
T2705,False,True,False,False,False,False
T2706,True,True,False,False,False,False
T2707,False,True,False,False,False,False
T2708,False,True,False,False,False,False
T2709,False,True,False,False,False,False
T2710,False,False,False,False,True,False
T2711,False,True,False,False,False,False
T2712,True,True,False,False,False,False
T2713,True,False,False,False,True,False
T2714,False,True,False,False,False,False
T2715,False,True,False,False,False,False
T2716,False,True,False,False,False,False
T2717,False,True,False,False,False,False
T2718,False,True,False,False,False,True
T2719,True,True,False,False,False,False
T2720,True,True,False,False,False,False
T2721,False,True,False,False,False,False
T2722,False,True,False,False,False,False
T2723,False,True,False,False,False,False
T2724,False,True,False,True,False,False
T2725,False,True,False,False,False,False
T2726,False,True,False,False,False,False
T2727,False,False,False,False,True,True
T2728,False,True,False,False,False,False
T2729,False,True,False,True,False,False
T2730,False,True,False,False,False,False
T2731,False,True,False,False,False,False
T2732,False,True,False,False,False,False
T2733,False,True,False,False,False,False
T2734,True,True,False,False,False,False
T2735,False,True,False,True,False,False
T2736,True,True,False,True,False,False
T2737,True,True,False,False,False,False
T2738,False,True,True,False,False,False
T2739,False,True,True,False,False,False
T2740,False,True,True,False,False,True
T2741,True,True,True,False,False,False
T2742,False,False,False,False,True,False
T2743,False,True,False,False,False,False
T2744,False,True,False,False,False,False
T2745,False,True,False,False,False,False
T2746,False,True,False,False,False,False
T2747,False,True,False,False,False,False
T2748,False,True,False,False,False,True
T2749,False,True,False,False,False,False
T2750,False,True,False,False,False,False
T2751,False,True,False,False,False,True
T2752,False,True,False,False,True,False
T2753,False,True,False,False,False,False
T2754,False,True,False,False,False,False
T2755,False,True,False,True,False,False
T2756,False,True,False,False,False,False
T2757,True,True,False,False,False,False
T2758,False,True,False,False,False,False
T2759,True,True,False,False,False,False
T2760,False,True,False,False,False,True
T2761,False,True,False,False,False,False
T2762,False,True,False,False,False,False
T2763,False,True,False,False,False,False
T2764,False,True,False,False,False,False
T2765,False,False,False,False,False,False
T2766,False,True,False,False,False,False
T2767,False,True,False,False,False,True
T2768,False,True,False,False,False,False
T2769,False,True,False,False,False,False
T2770,False,True,False,False,False,False
T2771,False,True,False,False,False,False
T2772,False,True,False,False,False,False
T2773,False,True,False,False,False,False
T2774,False,True,False,False,False,False
T2775,False,True,False,False,False,False
T2776,False,True,False,False,False,False
T2777,False,True,False,False,False,False
T2778,False,True,True,False,False,False
T2779,False,True,True,False,False,False
T2780,False,True,True,False,False,False
T2781,False,True,True,False,False,False
T2782,False,True,False,False,False,False
T2783,False,True,False,False,False,False
T2784,False,True,False,False,False,False
T2785,False,True,False,False,False,False
T2786,False,True,False,False,False,False
T2787,False,True,False,False,False,False
T2788,False,True,False,False,False,False
T2789,True,True,False,False,True,False
T2790,False,True,False,False,False,False
T2791,False,True,False,False,False,False
T2792,False,True,False,False,False,False
T2793,False,True,False,False,False,False
T2794,False,True,False,False,False,False
T2795,False,True,False,False,False,False
T2796,False,True,False,False,False,False
T2797,False,True,False,False,True,True
T2798,False,True,False,False,False,False
T2799,False,True,False,False,False,False
T2800,False,True,False,False,False,False
T2801,True,True,False,False,False,False
T2802,True,True,False,False,False,False
T2803,False,True,False,False,False,False
T2804,False,True,False,False,False,True
T2805,False,True,False,False,False,False
T2806,False,True,False,False,False,False
T2807,False,True,False,False,False,False
T2808,False,True,False,False,False,False
T2809,True,True,False,False,False,True
T2810,False,True,False,False,False,False
T2811,False,True,False,False,False,False
T2812,False,True,False,False,False,False
T2813,False,True,False,False,False,False
T2814,False,True,False,True,False,False
T2815,False,True,False,True,False,False
T2816,True,True,False,False,False,True
T2817,False,True,False,False,False,False
T2818,False,True,False,False,False,False
T2819,False,True,False,False,True,False
T2820,False,True,False,False,False,False
T2821,False,True,False,False,False,False
T2822,False,False,False,False,True,True
