task_id,task_type,zone,volume_m3,estimated_buckets,weather,operator_id,operator_skill,machine_id,machine_age,estimated_time_min,actual_time_min,start_time
T2186,excavation,zone_d,127.0,85,clear,OP1009,novice,EXC004,8.0,42.5,78.4,2026-07-17 12:40:43.178906
T2187,excavation,zone_d,148.8,100,clear,OP1001,expert,EXC004,8.0,50.0,76.8,2026-07-17 14:08:44.488893
T2188,hauling,zone_d,73.6,50,clear,OP1011,intermediate,EXC004,8.0,25.0,63.7,2026-07-17 15:36:30.382147
T2189,trenching,zone_d,79.6,54,cloudy,OP1020,intermediate,EXC004,8.0,27.8,47.2,2026-07-17 16:54:00.043748
T2190,grading,zone_a,127.6,86,clear,OP1013,intermediate,EXC005,1.5,43.0,61.3,2026-07-17 07:00:00.000000
T2191,loading,zone_a,75.2,51,clear,OP1011,intermediate,EXC005,1.5,25.5,62.9,2026-07-17 08:10:54.273807
T2192,loading,zone_a,95.9,64,cloudy,OP1007,expert,EXC005,1.5,33.0,62.1,2026-07-17 09:24:27.812444
T2193,excavation,zone_a,133.7,90,cloudy,OP1011,intermediate,EXC005,1.5,46.4,54.7,2026-07-17 10:33:40.566674
T2194,excavation,zone_b,177.7,119,clear,OP1018,novice,EXC006,5.3,59.5,133.6,2026-07-17 07:00:00.000000
T2195,excavation,zone_b,111.0,74,cloudy,OP1019,expert,EXC006,5.3,38.1,65.3,2026-07-17 09:21:56.887389
T2196,hauling,zone_b,51.4,35,cloudy,OP1020,intermediate,EXC006,5.3,18.0,64.0,2026-07-17 10:38:32.406420
T2197,excavation,zone_b,166.1,111,clear,OP1018,novice,EXC006,5.3,55.5,123.4,2026-07-17 11:47:49.350043
T2198,trenching,zone_b,107.1,72,rain,OP1002,intermediate,EXC006,5.3,42.0,77.4,2026-07-17 13:58:48.017986
T2199,grading,zone_c,149.9,100,clear,OP1009,novice,EXC007,1.0,50.0,86.7,2026-07-17 07:00:00.000000
T2200,excavation,zone_c,166.6,112,clear,OP1004,intermediate,EXC007,1.0,56.0,90.4,2026-07-17 08:41:08.798735
T2201,excavation,zone_c,86.6,58,cloudy,OP1018,novice,EXC007,1.0,29.9,62.5,2026-07-17 10:23:16.185726
T2202,loading,zone_c,77.9,52,clear,OP1014,expert,EXC007,1.0,26.0,69.2,2026-07-17 11:38:48.695837
T2203,loading,zone_c,106.6,72,clear,OP1005,novice,EXC007,1.0,36.0,116.3,2026-07-17 12:58:26.831263
T2204,hauling,zone_c,56.8,38,clear,OP1014,expert,EXC007,1.0,19.0,61.0,2026-07-17 15:08:25.382892
T2205,hauling,zone_c,58.1,39,cloudy,OP1015,intermediate,EXC007,1.0,20.1,52.5,2026-07-17 16:17:04.872465
T2206,loading,zone_d,105.4,71,clear,OP1014,expert,EXC008,6.2,35.5,85.7,2026-07-17 07:00:00.000000
T2207,grading,zone_d,77.8,52,clear,OP1013,intermediate,EXC008,6.2,26.0,43.1,2026-07-17 08:33:25.179377
T2208,hauling,zone_d,59.6,40,cloudy,OP1016,novice,EXC008,6.2,20.6,66.2,2026-07-17 09:27:58.549840
T2209,excavation,zone_d,217.5,145,cloudy,OP1010,intermediate,EXC008,6.2,74.7,109.2,2026-07-17 10:41:10.793644
T2210,grading,zone_d,146.0,98,clear,OP1018,novice,EXC008,6.2,49.0,89.8,2026-07-17 12:38:49.488935
T2211,excavation,zone_d,104.8,70,clear,OP1002,intermediate,EXC008,6.2,35.0,59.5,2026-07-17 14:18:51.272836
T2212,excavation,zone_d,180.2,121,clear,OP1016,novice,EXC008,6.2,60.5,102.2,2026-07-17 15:28:27.789148
T2213,trenching,zone_a,65.4,44,clear,OP1001,expert,EXC001,5.5,22.0,36.4,2026-07-18 07:00:00.000000
T2214,excavation,zone_a,187.2,125,clear,OP1011,intermediate,EXC001,5.5,62.5,80.3,2026-07-18 07:43:07.124677
T2215,grading,zone_a,125.3,84,clear,OP1015,intermediate,EXC001,5.5,42.0,61.5,2026-07-18 09:09:11.357081
T2216,grading,zone_a,137.2,92,clear,OP1009,novice,EXC001,5.5,46.5,77.7,2026-07-18 10:17:40.839994
T2217,loading,zone_a,116.8,78,cloudy,OP1011,intermediate,EXC001,5.5,41.3,78.9,2026-07-18 11:44:18.010018
T2218,trenching,zone_a,79.1,53,clear,OP1001,expert,EXC001,5.5,26.7,40.3,2026-07-18 13:16:28.217350
T2219,loading,zone_b,85.8,58,clear,OP1002,intermediate,EXC002,7.7,29.0,145.6,2026-07-18 07:00:00.000000
T2220,excavation,zone_b,120.2,81,clear,OP1014,expert,EXC002,7.7,40.5,118.3,2026-07-18 09:39:36.993103
T2221,grading,zone_b,134.8,90,cloudy,OP1002,intermediate,EXC002,7.7,47.1,168.9,2026-07-18 11:46:19.134077
T2222,grading,zone_b,124.0,83,rain,OP1010,intermediate,EXC002,7.7,49.0,158.8,2026-07-18 14:42:37.041457
T2223,excavation,zone_c,180.3,121,clear,OP1014,expert,EXC003,7.2,60.5,71.2,2026-07-18 07:00:00.000000
T2224,grading,zone_c,138.1,93,clear,OP1007,expert,EXC003,7.2,46.5,52.5,2026-07-18 08:22:58.557615
T2225,hauling,zone_c,52.1,35,clear,OP1010,intermediate,EXC003,7.2,17.5,50.4,2026-07-18 09:27:17.395786
T2226,excavation,zone_c,104.7,70,clear,OP1005,novice,EXC003,7.2,35.6,75.4,2026-07-18 10:31:36.820502
T2227,loading,zone_c,93.0,62,cloudy,OP1006,expert,EXC003,7.2,32.9,64.5,2026-07-18 11:53:10.014610
T2228,trenching,zone_c,79.9,54,clear,OP1014,expert,EXC003,7.2,27.3,40.1,2026-07-18 13:10:25.865143
T2229,grading,zone_c,147.5,99,rain,OP1007,expert,EXC003,7.2,57.6,73.1,2026-07-18 14:03:39.368743
T2230,grading,zone_c,123.6,83,cloudy,OP1007,expert,EXC003,7.2,42.7,55.5,2026-07-18 15:30:27.696879
T2231,loading,zone_d,87.2,59,clear,OP1003,expert,EXC004,8.0,29.5,61.7,2026-07-18 07:00:00.000000
T2232,trenching,zone_d,119.8,80,clear,OP1008,expert,EXC004,8.0,40.0,56.9,2026-07-18 08:07:30.128861
T2233,grading,zone_d,86.9,58,clear,OP1020,intermediate,EXC004,8.0,29.0,47.1,2026-07-18 09:18:20.233366
T2234,hauling,zone_d,67.5,45,clear,OP1016,novice,EXC004,8.0,22.9,58.4,2026-07-18 10:18:50.965846
T2235,excavation,zone_d,169.7,114,cloudy,OP1004,intermediate,EXC004,8.0,60.3,102.4,2026-07-18 11:26:05.902821
T2236,excavation,zone_d,82.2,55,clear,OP1012,expert,EXC004,8.0,27.7,47.6,2026-07-18 13:23:01.561643
T2237,hauling,zone_a,44.6,30,clear,OP1004,intermediate,EXC005,1.5,15.0,35.8,2026-07-18 07:00:00.000000
T2238,loading,zone_a,108.9,73,clear,OP1006,expert,EXC005,1.5,36.5,86.1,2026-07-18 07:49:34.571124
T2239,hauling,zone_a,57.7,39,clear,OP1018,novice,EXC005,1.5,19.5,60.3,2026-07-18 09:30:17.195848
T2240,trenching,zone_a,76.4,51,clear,OP1013,intermediate,EXC005,1.5,25.9,38.2,2026-07-18 10:44:48.970985
T2241,loading,zone_a,100.6,68,cloudy,OP1016,novice,EXC005,1.5,35.9,85.4,2026-07-18 11:30:35.707947
T2242,loading,zone_a,81.0,54,clear,OP1015,intermediate,EXC005,1.5,27.2,71.4,2026-07-18 13:01:38.519053
T2243,grading,zone_a,83.8,56,rain,OP1003,expert,EXC005,1.5,33.1,38.6,2026-07-18 14:22:15.089853
T2244,hauling,zone_b,75.8,51,clear,OP1010,intermediate,EXC006,5.3,25.5,68.1,2026-07-18 07:00:00.000000
T2245,trenching,zone_b,64.5,43,clear,OP1013,intermediate,EXC006,5.3,21.5,47.4,2026-07-18 08:14:16.837863
T2246,excavation,zone_b,187.8,126,clear,OP1010,intermediate,EXC006,5.3,63.0,114.7,2026-07-18 09:14:54.712626
T2247,grading,zone_b,82.4,55,cloudy,OP1019,expert,EXC006,5.3,28.8,54.5,2026-07-18 11:23:58.153173
T2248,excavation,zone_b,104.9,70,rain,OP1015,intermediate,EXC006,5.3,40.4,68.3,2026-07-18 12:27:23.094708
T2249,trenching,zone_b,110.7,74,clear,OP1009,novice,EXC006,5.3,37.2,75.5,2026-07-18 13:48:54.970371
T2250,grading,zone_c,90.3,61,clear,OP1018,novice,EXC007,1.0,30.5,68.4,2026-07-18 07:00:00.000000
T2251,loading,zone_c,98.7,66,clear,OP1001,expert,EXC007,1.0,33.0,62.0,2026-07-18 08:17:22.477406
T2252,trenching,zone_c,117.9,79,clear,OP1003,expert,EXC007,1.0,39.5,51.8,2026-07-18 09:32:58.064867
T2253,loading,zone_c,88.9,60,clear,OP1010,intermediate,EXC007,1.0,30.3,89.1,2026-07-18 10:39:19.435723
T2254,hauling,zone_c,38.0,26,rain,OP1012,expert,EXC007,1.0,15.2,68.9,2026-07-18 12:21:13.247912
T2255,hauling,zone_c,87.7,59,clear,OP1007,expert,EXC007,1.0,29.7,69.6,2026-07-18 13:43:54.663210
T2256,excavation,zone_d,160.5,107,clear,OP1001,expert,EXC008,6.2,53.5,72.3,2026-07-18 07:00:00.000000
T2257,grading,zone_d,90.6,61,clear,OP1011,intermediate,EXC008,6.2,30.5,46.0,2026-07-18 08:24:06.803135
T2258,trenching,zone_d,90.7,61,clear,OP1018,novice,EXC008,6.2,30.5,61.7,2026-07-18 09:20:19.131963
T2259,trenching,zone_d,78.9,53,clear,OP1020,intermediate,EXC008,6.2,26.9,42.2,2026-07-18 10:35:58.515279
T2260,excavation,zone_d,80.8,54,cloudy,OP1018,novice,EXC008,6.2,28.4,57.2,2026-07-18 11:29:41.543290
T2261,excavation,zone_a,214.3,143,cloudy,OP1015,intermediate,EXC001,5.5,73.6,103.5,2026-07-19 07:00:00.000000
T2262,trenching,zone_a,60.6,41,rain,OP1006,expert,EXC001,5.5,23.8,38.0,2026-07-19 08:58:08.097728
T2263,excavation,zone_a,104.3,70,clear,OP1002,intermediate,EXC001,5.5,35.0,55.8,2026-07-19 09:51:07.299454
T2264,trenching,zone_a,125.7,84,clear,OP1009,novice,EXC001,5.5,42.6,75.3,2026-07-19 11:01:49.048742
T2265,excavation,zone_b,106.8,72,cloudy,OP1012,expert,EXC002,7.7,37.1,119.2,2026-07-19 07:00:00.000000
T2266,grading,zone_b,114.8,77,clear,OP1010,intermediate,EXC002,7.7,38.5,122.3,2026-07-19 09:09:31.990564
T2267,excavation,zone_b,182.2,122,clear,OP1016,novice,EXC002,7.7,62.2,226.6,2026-07-19 11:19:00.314943
T2268,trenching,zone_b,63.9,43,clear,OP1014,expert,EXC002,7.7,21.5,79.8,2026-07-19 15:13:44.253485
T2269,loading,zone_b,107.4,72,clear,OP1013,intermediate,EXC002,7.7,36.0,172.4,2026-07-19 16:45:34.608662
T2270,excavation,zone_c,116.4,78,cloudy,OP1008,expert,EXC003,7.2,40.2,49.1,2026-07-19 07:00:00.000000
T2271,trenching,zone_c,99.9,67,cloudy,OP1019,expert,EXC003,7.2,34.5,43.6,2026-07-19 07:55:31.944991
T2272,excavation,zone_c,171.8,115,rain,OP1006,expert,EXC003,7.2,66.9,84.6,2026-07-19 08:50:00.250796
T2273,hauling,zone_c,62.3,42,cloudy,OP1017,intermediate,EXC003,7.2,21.6,50.7,2026-07-19 10:23:45.282640
T2274,hauling,zone_c,68.5,46,clear,OP1003,expert,EXC003,7.2,23.5,50.6,2026-07-19 11:25:14.336321
T2275,trenching,zone_d,104.9,70,cloudy,OP1015,intermediate,EXC004,8.0,36.1,65.5,2026-07-19 07:00:00.000000
T2276,hauling,zone_d,34.0,23,rain,OP1001,expert,EXC004,8.0,13.3,38.6,2026-07-19 08:15:41.723592
T2277,excavation,zone_d,167.0,112,clear,OP1001,expert,EXC004,8.0,56.0,78.4,2026-07-19 09:08:35.261673
T2278,excavation,zone_d,181.5,121,cloudy,OP1010,intermediate,EXC004,8.0,62.3,102.3,2026-07-19 10:33:39.706267
T2279,grading,zone_d,71.6,48,cloudy,OP1016,novice,EXC004,8.0,24.7,48.6,2026-07-19 12:30:22.262037
T2280,hauling,zone_a,88.8,60,cloudy,OP1004,intermediate,EXC005,1.5,30.9,80.6,2026-07-19 07:00:00.000000
T2281,trenching,zone_a,113.6,76,rain,OP1002,intermediate,EXC005,1.5,44.3,71.5,2026-07-19 08:28:48.024985
T2282,trenching,zone_a,63.0,42,clear,OP1018,novice,EXC005,1.5,21.0,41.8,2026-07-19 09:50:37.685757
T2283,loading,zone_a,49.1,33,cloudy,OP1004,intermediate,EXC005,1.5,17.0,54.5,2026-07-19 10:39:12.573945
T2284,hauling,zone_b,84.4,57,cloudy,OP1007,expert,EXC006,5.3,29.4,82.7,2026-07-19 07:00:00.000000
T2285,excavation,zone_b,177.9,119,rain,OP1005,novice,EXC006,5.3,68.7,162.9,2026-07-19 08:30:13.709276
T2286,grading,zone_b,149.9,100,clear,OP1015,intermediate,EXC006,5.3,51.0,90.4,2026-07-19 11:22:53.161174
T2287,hauling,zone_b,84.2,57,clear,OP1019,expert,EXC006,5.3,28.5,86.5,2026-07-19 13:04:47.872998
T2288,grading,zone_b,93.3,63,clear,OP1007,expert,EXC006,5.3,31.5,50.9,2026-07-19 14:45:14.974030
T2289,hauling,zone_b,87.3,59,clear,OP1006,expert,EXC006,5.3,29.5,87.4,2026-07-19 15:51:06.975912
T2290,hauling,zone_c,75.2,51,cloudy,OP1013,intermediate,EXC007,1.0,26.3,81.3,2026-07-19 07:00:00.000000
T2291,hauling,zone_c,62.4,42,rain,OP1007,expert,EXC007,1.0,24.4,62.8,2026-07-19 08:29:11.751917
T2292,hauling,zone_c,50.3,34,clear,OP1017,intermediate,EXC007,1.0,17.0,67.2,2026-07-19 09:42:49.985968
T2293,loading,zone_c,109.6,74,clear,OP1016,novice,EXC007,1.0,37.7,80.8,2026-07-19 11:01:44.529665
T2294,trenching,zone_c,107.0,72,cloudy,OP1016,novice,EXC007,1.0,37.1,65.4,2026-07-19 12:36:32.092125
T2295,excavation,zone_d,109.8,74,cloudy,OP1017,intermediate,EXC008,6.2,38.1,58.2,2026-07-19 07:00:00.000000
T2296,hauling,zone_d,68.5,46,rain,OP1002,intermediate,EXC008,6.2,26.8,76.4,2026-07-19 08:09:01.267744
T2297,trenching,zone_d,99.4,67,clear,OP1018,novice,EXC008,6.2,33.5,72.0,2026-07-19 09:37:32.616324
T2298,excavation,zone_d,147.8,99,clear,OP1014,expert,EXC008,6.2,50.6,69.5,2026-07-19 11:01:46.781546
T2299,loading,zone_d,97.2,65,cloudy,OP1006,expert,EXC008,6.2,33.5,66.4,2026-07-19 12:18:32.531064
T2300,hauling,zone_d,44.4,30,clear,OP1009,novice,EXC008,6.2,15.0,64.5,2026-07-19 13:34:49.483961
T2301,grading,zone_d,116.5,78,clear,OP1018,novice,EXC008,6.2,39.0,75.3,2026-07-19 14:51:20.828110
T2302,grading,zone_d,104.6,70,clear,OP1004,intermediate,EXC008,6.2,35.0,57.9,2026-07-19 16:19:13.725951
T2303,grading,zone_a,96.9,65,cloudy,OP1009,novice,EXC001,5.5,33.5,60.0,2026-07-20 07:00:00.000000
T2304,trenching,zone_a,70.7,48,cloudy,OP1002,intermediate,EXC001,5.5,24.7,45.9,2026-07-20 08:07:10.411562
T2305,trenching,zone_a,125.9,84,clear,OP1020,intermediate,EXC001,5.5,42.0,61.2,2026-07-20 09:01:15.355477
T2306,trenching,zone_a,65.2,44,cloudy,OP1006,expert,EXC001,5.5,22.7,33.4,2026-07-20 10:13:48.599855
T2307,excavation,zone_a,82.2,55,cloudy,OP1005,novice,EXC001,5.5,29.1,70.6,2026-07-20 11:00:43.746432
T2308,hauling,zone_a,72.6,49,storm,OP1006,expert,EXC001,5.5,32.5,65.4,2026-07-20 12:17:07.758107
T2309,trenching,zone_a,62.1,42,clear,OP1016,novice,EXC001,5.5,21.0,43.1,2026-07-20 13:29:45.112219
T2310,hauling,zone_a,58.2,39,clear,OP1001,expert,EXC001,5.5,19.5,52.4,2026-07-20 14:23:37.819502
T2311,hauling,zone_b,34.3,23,cloudy,OP1020,intermediate,EXC002,7.7,11.8,83.8,2026-07-20 07:00:00.000000
T2312,hauling,zone_b,41.1,28,cloudy,OP1002,intermediate,EXC002,7.7,14.4,83.8,2026-07-20 08:30:08.642463
T2313,grading,zone_b,107.7,72,cloudy,OP1011,intermediate,EXC002,7.7,37.1,113.7,2026-07-20 10:05:55.094598
T2314,trenching,zone_b,81.3,55,storm,OP1002,intermediate,EXC002,7.7,36.7,123.8,2026-07-20 12:11:09.188112
T2315,loading,zone_c,62.2,42,cloudy,OP1013,intermediate,EXC003,7.2,21.6,59.8,2026-07-20 07:00:00.000000
T2316,grading,zone_c,98.7,66,cloudy,OP1020,intermediate,EXC003,7.2,34.0,45.4,2026-07-20 08:07:07.422609
T2317,loading,zone_c,52.9,36,cloudy,OP1014,expert,EXC003,7.2,18.5,50.2,2026-07-20 08:58:59.439040
T2318,hauling,zone_c,59.7,40,clear,OP1018,novice,EXC003,7.2,20.0,78.0,2026-07-20 09:59:19.560870
T2319,excavation,zone_c,127.0,85,cloudy,OP1017,intermediate,EXC003,7.2,44.8,66.8,2026-07-20 11:30:04.167470
T2320,grading,zone_c,67.0,45,storm,OP1001,expert,EXC003,7.2,29.7,43.4,2026-07-20 12:48:58.624433
T2321,grading,zone_d,87.4,59,cloudy,OP1011,intermediate,EXC004,8.0,30.4,46.1,2026-07-20 07:00:00.000000
T2322,excavation,zone_d,84.1,57,cloudy,OP1020,intermediate,EXC004,8.0,29.4,47.6,2026-07-20 07:58:05.172845
T2323,grading,zone_d,133.3,89,cloudy,OP1009,novice,EXC004,8.0,45.8,88.2,2026-07-20 08:53:48.690838
T2324,grading,zone_d,68.7,46,cloudy,OP1013,intermediate,EXC004,8.0,23.7,43.6,2026-07-20 10:27:27.248615
T2325,trenching,zone_a,102.0,68,cloudy,OP1009,novice,EXC005,1.5,35.0,64.1,2026-07-20 07:00:00.000000
T2326,grading,zone_a,133.9,90,cloudy,OP1015,intermediate,EXC005,1.5,46.4,68.0,2026-07-20 08:10:32.156691
T2327,trenching,zone_a,109.1,73,clear,OP1007,expert,EXC005,1.5,36.5,48.8,2026-07-20 09:29:30.886111
T2328,trenching,zone_a,68.0,46,cloudy,OP1016,novice,EXC005,1.5,23.7,41.3,2026-07-20 10:32:23.486275
T2329,hauling,zone_a,89.0,60,cloudy,OP1008,expert,EXC005,1.5,31.6,70.9,2026-07-20 11:26:57.995181
T2330,grading,zone_a,71.2,48,storm,OP1006,expert,EXC005,1.5,31.8,44.7,2026-07-20 12:50:31.053615
T2331,grading,zone_b,88.2,59,cloudy,OP1001,expert,EXC006,5.3,30.4,51.0,2026-07-20 07:00:00.000000
T2332,loading,zone_b,97.5,65,cloudy,OP1007,expert,EXC006,5.3,33.5,76.6,2026-07-20 07:59:18.349988
T2333,trenching,zone_b,128.2,86,clear,OP1005,novice,EXC006,5.3,43.0,100.8,2026-07-20 09:24:57.881861
T2334,loading,zone_b,73.1,49,cloudy,OP1009,novice,EXC006,5.3,25.7,68.5,2026-07-20 11:11:54.662217
T2335,grading,zone_b,77.1,52,storm,OP1015,intermediate,EXC006,5.3,34.0,63.9,2026-07-20 12:32:12.936997
T2336,loading,zone_b,40.7,28,clear,OP1016,novice,EXC006,5.3,14.0,68.8,2026-07-20 13:49:08.298658
T2337,grading,zone_b,114.7,77,cloudy,OP1019,expert,EXC006,5.3,39.7,69.9,2026-07-20 15:08:24.945254
T2338,trenching,zone_c,110.0,74,cloudy,OP1008,expert,EXC007,1.0,38.1,54.6,2026-07-20 07:00:00.000000
T2339,hauling,zone_c,86.4,58,cloudy,OP1020,intermediate,EXC007,1.0,29.9,84.8,2026-07-20 07:59:43.647225
T2340,grading,zone_c,70.1,47,clear,OP1005,novice,EXC007,1.0,23.5,65.2,2026-07-20 09:31:37.585355
T2341,excavation,zone_c,160.6,108,cloudy,OP1010,intermediate,EXC007,1.0,55.6,88.9,2026-07-20 10:44:25.977714
T2342,hauling,zone_c,45.6,31,storm,OP1015,intermediate,EXC007,1.0,20.3,49.1,2026-07-20 12:19:28.339593
T2343,hauling,zone_c,39.6,27,clear,OP1006,expert,EXC007,1.0,13.5,46.8,2026-07-20 13:15:46.166324
T2344,excavation,zone_c,203.7,136,clear,OP1009,novice,EXC007,1.0,68.0,138.1,2026-07-20 14:11:44.035846
T2345,loading,zone_d,83.5,56,cloudy,OP1013,intermediate,EXC008,6.2,28.8,72.9,2026-07-20 07:00:00.000000
T2346,trenching,zone_d,61.7,42,cloudy,OP1002,intermediate,EXC008,6.2,21.6,40.6,2026-07-20 08:19:20.171428
T2347,grading,zone_d,142.4,95,clear,OP1005,novice,EXC008,6.2,47.5,102.2,2026-07-20 09:11:37.135407
T2348,excavation,zone_d,98.7,66,cloudy,OP1017,intermediate,EXC008,6.2,34.8,57.0,2026-07-20 11:01:55.964859
T2349,excavation,zone_d,165.7,111,storm,OP1017,intermediate,EXC008,6.2,75.2,114.4,2026-07-20 12:09:55.316717
T2350,hauling,zone_d,64.7,44,clear,OP1014,expert,EXC008,6.2,22.0,69.6,2026-07-20 14:16:25.392350
T2351,loading,zone_a,79.8,54,rain,OP1003,expert,EXC001,5.5,31.9,72.4,2026-07-21 07:00:00.000000
T2352,excavation,zone_a,214.1,143,clear,OP1001,expert,EXC001,5.5,71.5,93.5,2026-07-21 08:23:31.675416
T2353,excavation,zone_a,206.6,138,clear,OP1011,intermediate,EXC001,5.5,69.0,95.5,2026-07-21 10:03:15.890685
T2354,excavation,zone_a,110.0,74,rain,OP1005,novice,EXC001,5.5,42.7,101.1,2026-07-21 11:49:38.383021
T2355,loading,zone_a,53.1,36,cloudy,OP1015,intermediate,EXC001,5.5,19.2,68.8,2026-07-21 13:35:52.487604
T2356,trenching,zone_b,86.8,58,rain,OP1002,intermediate,EXC002,7.7,33.8,121.0,2026-07-21 07:00:00.000000
T2357,loading,zone_b,95.5,64,cloudy,OP1012,expert,EXC002,7.7,33.0,116.0,2026-07-21 09:09:14.308133
T2358,hauling,zone_b,40.2,27,rain,OP1015,intermediate,EXC002,7.7,15.6,93.6,2026-07-21 11:14:04.069068
T2359,hauling,zone_b,89.5,60,storm,OP1018,novice,EXC002,7.7,40.1,182.7,2026-07-21 12:59:43.330484
T2360,excavation,zone_b,155.8,104,rain,OP1006,expert,EXC002,7.7,60.5,198.5,2026-07-21 16:08:13.965638
T2361,grading,zone_c,69.0,46,rain,OP1009,novice,EXC003,7.2,27.0,42.1,2026-07-21 07:00:00.000000
T2362,trenching,zone_c,54.0,36,rain,OP1001,expert,EXC003,7.2,20.9,33.7,2026-07-21 07:49:24.165669
T2363,loading,zone_c,99.4,67,clear,OP1016,novice,EXC003,7.2,33.5,82.3,2026-07-21 08:37:05.296634
T2364,loading,zone_c,119.1,80,clear,OP1011,intermediate,EXC003,7.2,40.0,80.9,2026-07-21 10:04:39.775985
T2365,trenching,zone_d,107.5,72,rain,OP1020,intermediate,EXC004,8.0,42.1,64.6,2026-07-21 07:00:00.000000
T2366,grading,zone_d,102.8,69,clear,OP1010,intermediate,EXC004,8.0,34.5,60.7,2026-07-21 08:18:12.861303
T2367,loading,zone_d,62.5,42,cloudy,OP1010,intermediate,EXC004,8.0,21.6,54.3,2026-07-21 09:26:38.404065
T2368,grading,zone_d,104.3,70,clear,OP1007,expert,EXC004,8.0,35.0,49.0,2026-07-21 10:29:01.451664
T2369,grading,zone_d,117.8,79,rain,OP1012,expert,EXC004,8.0,46.1,68.9,2026-07-21 11:30:15.734863
T2370,excavation,zone_d,206.5,138,storm,OP1011,intermediate,EXC004,8.0,93.3,136.5,2026-07-21 12:50:02.882610
T2371,hauling,zone_d,31.4,21,clear,OP1013,intermediate,EXC004,8.0,10.5,53.9,2026-07-21 15:20:47.636754
T2372,grading,zone_a,127.7,86,rain,OP1015,intermediate,EXC005,1.5,49.6,67.9,2026-07-21 07:00:00.000000
T2373,grading,zone_a,110.5,74,clear,OP1006,expert,EXC005,1.5,37.0,49.2,2026-07-21 08:18:56.244283
T2374,trenching,zone_a,58.8,40,cloudy,OP1001,expert,EXC005,1.5,20.6,31.7,2026-07-21 09:17:30.337900
T2375,excavation,zone_a,94.5,63,cloudy,OP1016,novice,EXC005,1.5,32.4,58.0,2026-07-21 09:55:16.719217
T2376,hauling,zone_a,48.9,33,rain,OP1016,novice,EXC005,1.5,19.1,49.3,2026-07-21 11:00:43.282039
T2377,hauling,zone_b,72.7,49,rain,OP1009,novice,EXC006,5.3,28.7,101.0,2026-07-21 07:00:00.000000
T2378,excavation,zone_b,150.1,101,clear,OP1016,novice,EXC006,5.3,50.5,100.4,2026-07-21 08:47:03.104564
T2379,trenching,zone_b,99.3,67,clear,OP1004,intermediate,EXC006,5.3,33.5,71.0,2026-07-21 10:38:26.980085
T2380,loading,zone_b,116.8,78,rain,OP1013,intermediate,EXC006,5.3,46.1,98.0,2026-07-21 11:58:31.491322
T2381,hauling,zone_c,37.4,25,rain,OP1016,novice,EXC007,1.0,14.5,46.7,2026-07-21 07:00:00.000000
T2382,hauling,zone_c,37.2,25,rain,OP1011,intermediate,EXC007,1.0,14.7,52.7,2026-07-21 07:57:17.931607
T2383,hauling,zone_c,48.2,33,cloudy,OP1001,expert,EXC007,1.0,17.0,48.7,2026-07-21 09:00:05.184218
T2384,loading,zone_c,103.9,70,clear,OP1013,intermediate,EXC007,1.0,35.0,89.4,2026-07-21 10:01:59.843291
T2385,trenching,zone_c,69.1,47,rain,OP1007,expert,EXC007,1.0,27.3,36.9,2026-07-21 11:41:14.673263
T2386,hauling,zone_d,48.5,33,rain,OP1002,intermediate,EXC008,6.2,19.3,58.5,2026-07-21 07:00:00.000000
T2387,hauling,zone_d,63.8,43,clear,OP1016,novice,EXC008,6.2,21.5,67.4,2026-07-21 08:09:37.033785
T2388,hauling,zone_d,31.2,21,cloudy,OP1002,intermediate,EXC008,6.2,10.8,38.6,2026-07-21 09:23:02.066657
T2389,hauling,zone_d,61.2,41,clear,OP1018,novice,EXC008,6.2,20.5,65.1,2026-07-21 10:08:40.516612
T2390,trenching,zone_d,127.5,85,rain,OP1011,intermediate,EXC008,6.2,50.0,72.1,2026-07-21 11:21:42.604049
T2391,trenching,zone_d,74.5,50,storm,OP1006,expert,EXC008,6.2,33.1,48.8,2026-07-21 12:47:50.877079
T2392,loading,zone_d,113.1,76,cloudy,OP1001,expert,EXC008,6.2,40.1,66.1,2026-07-21 13:42:50.978372
T2393,hauling,zone_d,69.1,47,clear,OP1008,expert,EXC008,6.2,23.5,60.7,2026-07-21 14:58:05.577525
T2394,trenching,zone_a,112.5,75,clear,OP1020,intermediate,EXC001,5.5,37.5,59.2,2026-07-22 07:00:00.000000
T2395,excavation,zone_a,158.4,106,clear,OP1009,novice,EXC001,5.5,53.0,85.4,2026-07-22 08:13:58.364489
T2396,trenching,zone_a,115.7,78,cloudy,OP1019,expert,EXC001,5.5,40.2,62.7,2026-07-22 09:47:45.042763
T2397,trenching,zone_a,96.5,65,clear,OP1020,intermediate,EXC001,5.5,32.5,51.4,2026-07-22 10:55:36.903278
T2398,hauling,zone_a,54.9,37,clear,OP1001,expert,EXC001,5.5,18.6,43.5,2026-07-22 11:55:36.758377
T2399,loading,zone_a,47.0,32,cloudy,OP1019,expert,EXC001,5.5,16.6,60.0,2026-07-22 12:53:19.276640
T2400,loading,zone_a,111.9,75,clear,OP1017,intermediate,EXC001,5.5,37.5,97.2,2026-07-22 14:04:12.804972
T2401,excavation,zone_b,90.9,61,clear,OP1016,novice,EXC002,7.7,30.5,110.9,2026-07-22 07:00:00.000000
T2402,excavation,zone_b,92.5,62,clear,OP1019,expert,EXC002,7.7,31.0,103.4,2026-07-22 08:59:19.900362
